"R.Condition","R.FileName","R.ProteinGroupsIdentified","R.Replicate","PG.FastaFiles","PG.Genes","PG.Organisms","PG.ProteinAccessions","PG.ProteinDescriptions","PG.ProteinNames","PG.Coverage","PG.IsSingleHit","PG.NrOfStrippedSequencesIdentified","PG.Qvalue","PG.Log2Quantity","PG.Quantity"
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8170,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RNF185","Homo sapiens","Q96GF1","E3 ubiquitin-protein ligase RNF185","RN185_HUMAN","7.30%",FALSE,2,0,10.8692119768216,1870.50483123485
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8170,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ZNF462","Homo sapiens","Q96JM2","Zinc finger protein 462","ZN462_HUMAN","2%",FALSE,3,0.000374719,8.68849977137722,412.571333213165
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8170,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ALKBH7","Homo sapiens","Q9BT30","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial","ALKB7_HUMAN","14%",FALSE,2,0,7.2197455492891,149.059606839327
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8170,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","POLK","Homo sapiens","Q9UBT6","DNA polymerase kappa","POLK_HUMAN","4.10%",FALSE,2,0,7.51080143813123,182.379711489791
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8170,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ACAD8","Homo sapiens","Q9UKU7","Isobutyryl-CoA dehydrogenase, mitochondrial","ACAD8_HUMAN","5.50%",FALSE,2,0,7.72407578439597,211.43578859892
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ELOF1","Homo sapiens","A0A024R7E8;K7EMV4;K7EN05;K7EPC8;K7EQ44;P60002","Transcription elongation factor 1 homolog","A0A024R7E8_HUMAN;K7EMV4_HUMAN;K7EN05_HUMAN;K7EPC8_HUMAN;K7EQ44_HUMAN;ELOF1_HUMAN","17.3%;15%;23.7%;20%;15.8%;21.7%",TRUE,1,0,11.3921971295419,2687.7758814362
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NUDT4B;NUDT4","Homo sapiens","A0A024RBG1;Q9NZJ9","Diphosphoinositol polyphosphate phosphohydrolase NUDT4B;Diphosphoinositol polyphosphate phosphohydrolase 2","NUD4B_HUMAN;NUDT4_HUMAN","29.8%;30%",FALSE,4,0,10.7154445057735,1681.39678671694
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NOSIP","Homo sapiens","A0A075B6F9","Nitric oxide synthase-interacting protein","A0A075B6F9_HUMAN","7.90%",TRUE,1,0,6.71595701020633,105.124637118925
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PPIAL4E;PPIAL4F;PPIAL4D;PPIAL4F","Homo sapiens","A0A075B759;A0A0H2UH34;F5H284;P0DN26","Peptidyl-prolyl cis-trans isomerase A-like 4E;Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase A-like 4D;Peptidyl-prolyl cis-trans isomerase A-like 4F","PAL4E_HUMAN;A0A0H2UH34_HUMAN;PAL4D_HUMAN;PAL4F_HUMAN","0%;0%;0%;0%",TRUE,0,0.738363141,NA,NA
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","IKBKE","Homo sapiens","A0A075B7B4;Q14164","Inhibitor of nuclear factor kappa-B kinase subunit epsilon","A0A075B7B4_HUMAN;IKKE_HUMAN","0%;0%",TRUE,0,0.321037601,NA,NA
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PSG7;PSG7;PSG6;PSG5;PSG5;PSG6;PSG5;PSG6;PSG7;PSG5","Homo sapiens","A0A087WT09;A0A096LNM5;B5MCE1;E7EQY3;E9PC55;M0QZA7;M0R1G9;Q00889;Q13046;Q15238","Putative pregnancy-specific beta-1-glycoprotein 7;Putative pregnancy-specific beta-1-glycoprotein 7;Pregnancy-specific beta-1-glycoprotein 6;Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 6 (Fragment);Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 6;Pregnancy-specific beta-1-glycoprotein 7;Pregnancy-specific beta-1-glycoprotein 5","A0A087WT09_HUMAN;A0A096LNM5_HUMAN;B5MCE1_HUMAN;E7EQY3_HUMAN;E9PC55_HUMAN;M0QZA7_HUMAN;M0R1G9_HUMAN;PSG6_HUMAN;PSG7_HUMAN;PSG5_HUMAN","0%;0%;0%;0%;0%;0%;0%;0%;0%;0%",TRUE,0,0.652998341,NA,NA
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HTD2","Homo sapiens","A0A087WTC8;P86397","Hydroxyacyl-thioester dehydratase type 2, mitochondrial (Fragment);Hydroxyacyl-thioester dehydratase type 2, mitochondrial","A0A087WTC8_HUMAN;HTD2_HUMAN","36.8%;16.7%",TRUE,1,0,9.54324651537798,746.111024488846
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","BCL2L13","Homo sapiens","A0A087WTL4","Bcl-2-like protein 13","A0A087WTL4_HUMAN","2.80%",TRUE,1,0,11.6366364170252,3184.02603471265
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","KCNIP1","Homo sapiens","A0A087WTU8;A0A0A0MS16;A0A1B0GTZ7;Q9NZI2","Kv channel-interacting protein 1","A0A087WTU8_HUMAN;A0A0A0MS16_HUMAN;A0A1B0GTZ7_HUMAN;KCIP1_HUMAN","0%;0%;0%;0%",TRUE,0,0.031887909,NA,NA
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ALMS1","Homo sapiens","A0A087WTU9;A0A087WV20;A0A804HIB7;A0A804HJA5;A0A804HJW3;A0A804HKC0;A0A804HKP4;A0A804HL70;Q8TCU4","Centrosome-associated protein ALMS1;Centrosome-associated protein ALMS1;Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1","A0A087WTU9_HUMAN;A0A087WV20_HUMAN;A0A804HIB7_HUMAN;A0A804HJA5_HUMAN;A0A804HJW3_HUMAN;A0A804HKC0_HUMAN;A0A804HKP4_HUMAN;A0A804HL70_HUMAN;ALMS1_HUMAN","0%;0%;0%;0%;0%;0%;0%;0%;0%",TRUE,0,0.124715739,NA,NA
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HNRNPDL","Homo sapiens","A0A087WU03","Heterogeneous nuclear ribonucleoprotein D-like","A0A087WU03_HUMAN","31.60%",TRUE,1,0,13.0421882387513,8435.09287865473
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PTBP1","Homo sapiens","A0A087WU68","Polypyrimidine tract-binding protein 1 (Fragment)","A0A087WU68_HUMAN","22.90%",TRUE,1,0,8.46552448190631,353.489727883923
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NBDY","Homo sapiens","A0A0U1RRE5","Negative regulator of P-body association","NBDY_HUMAN","51.50%",FALSE,2,0,9.73884691697784,854.446834537923
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","AHRR","Homo sapiens","A0A7I2PK40;A9YTQ3;D6RE68","Aryl hydrocarbon receptor repressor","A0A7I2PK40_HUMAN;AHRR_HUMAN;D6RE68_HUMAN","4.3%;4.3%;5.4%",FALSE,2,0,10.8352997638034,1827.04919341219
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PIP5K1C","Homo sapiens","A0A7P0T808;O60331","Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma","A0A7P0T808_HUMAN;PI51C_HUMAN","4.3%;4.5%",FALSE,2,0,11.852006489939,3696.65960900876
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","MYLK","Homo sapiens","A0A8I5KU53;Q15746","Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle","A0A8I5KU53_HUMAN;MYLK_HUMAN","1.9%;1.9%",FALSE,2,0.000374719,10.8855479653497,1891.80538265746
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ZNF840P","Homo sapiens","A6NDX5","Putative zinc finger protein 840","ZN840_HUMAN","3.10%",FALSE,2,0,8.55483550066382,376.06428797787
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","CCDC85C","Homo sapiens","A6NKD9","Coiled-coil domain-containing protein 85C","CC85C_HUMAN","10.50%",FALSE,2,0,9.09592494231373,547.200198109039
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TMCO5B","Homo sapiens","A8MYB1","Transmembrane and coiled-coil domain-containing protein 5B","TMC5B_HUMAN","4.60%",FALSE,2,0,8.88138593401623,471.588894405807
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","AZGP1","Homo sapiens","C9JEV0;P25311","Zinc-alpha-2-glycoprotein","C9JEV0_HUMAN;ZA2G_HUMAN","16.3%;12.4%",FALSE,2,0,6.40922976967006,84.9905050033379
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","USP4","Homo sapiens","C9JNU9","Ubiquitin carboxyl-terminal hydrolase 4","C9JNU9_HUMAN","9.90%",FALSE,2,0.000252048,8.4952485166734,360.848267191614
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"20230525_jclcleaned_MQcontaminants","ALB","","CON__P02769","Bovine serum albumin","ALBU_BOVIN","70.50%",FALSE,49,0,16.6003176224682,99355.8725964185
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"20230525_jclcleaned_MQcontaminants","CYCS","","CON__P62894","Cytochrome c","CYC_BOVIN","59%",FALSE,9,0,13.4354296009449,11078.1518683851
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"20230525_jclcleaned_MQcontaminants","TF","","CON__Q0IIK2","Serotransferrin (UP merge to Q29443)","TRFE_BOVIN","77.10%",FALSE,57,0,13.8411867882242,14676.158683435
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"20230525_jclcleaned_MQcontaminants","KRT16","","CON__Q3ZAW8;CON__Q9Z2K1","Keratin intermediate filament 16a;Keratin, type I cytoskeletal 16","KRT16_MOUSE","3.4%;3.4%",FALSE,1,0,11.0195921009915,2076.00197518447
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","BRDT","Homo sapiens","F8W0H2","Bromodomain testis-specific protein (Fragment)","F8W0H2_HUMAN","41.30%",FALSE,2,0,9.66286924554019,810.612855789443
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","BMAL2","Homo sapiens","H0Y5R1;Q8WYA1","Basic helix-loop-helix ARNT-like 2 (Fragment);Basic helix-loop-helix ARNT-like protein 2","H0Y5R1_HUMAN;BMAL2_HUMAN","7.7%;7.1%",FALSE,2,0,9.64590206966335,801.13528147999
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","DEF6","Homo sapiens","H0Y7V7;Q9H4E7","Differentially-expressed in FDCP 6 homolog;Differentially expressed in FDCP 6 homolog","H0Y7V7_HUMAN;DEFI6_HUMAN","3.4%;3.2%",FALSE,2,0.001485516,10.4539663542362,1402.67625863612
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","MYOF","Homo sapiens","H0YD14","Myoferlin (Fragment)","H0YD14_HUMAN","2%",FALSE,2,0,10.1791304612047,1159.37411184966
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ATXN2L","Homo sapiens","H3BUF6","Ataxin-2-like protein","H3BUF6_HUMAN","2.70%",FALSE,1,0,8.00745029316193,257.325441767313
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640",";TATDN2","Homo sapiens","H7C1W4;Q93075","Deoxyribonuclease TATDN2 (Fragment);Putative deoxyribonuclease TATDN2","H7C1W4_HUMAN;TATD2_HUMAN","5.9%;5.1%",FALSE,2,0.000374719,7.75355834358012,215.801090296769
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","FARP2","Homo sapiens","H7C3M7","FERM, ARHGEF and pleckstrin domain-containing protein 2 (Fragment)","H7C3M7_HUMAN","6.20%",FALSE,2,0.00356967,9.64526757614405,800.783021738103
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TECPR2","Homo sapiens","O15040","Tectonin beta-propeller repeat-containing protein 2","TCPR2_HUMAN","1.60%",FALSE,2,0,14.802626091842,28578.17348083
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TLR3","Homo sapiens","O15455","Toll-like receptor 3","TLR3_HUMAN","2.70%",FALSE,2,0,8.10102161634539,274.568367817231
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","LRIG2","Homo sapiens","O94898","Leucine-rich repeats and immunoglobulin-like domains protein 2","LRIG2_HUMAN","2.40%",FALSE,2,0.003812569,8.66974378113955,407.242348085416
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RAB3D","Homo sapiens","O95716","Ras-related protein Rab-3D","RAB3D_HUMAN","40.60%",FALSE,7,0,10.2962660696453,1257.43322160161
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230503_Pierce88342_6Mix_Uniprotsequences","ADH1","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)","P00330","Alcohol dehydrogenase 1","ADH1_YEAST","43.60%",FALSE,17,0,14.6157791583814,25106.6019220769
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230503_Pierce88342_6Mix_Uniprotsequences","LYZ","Gallus gallus","P00698","Lysozyme C","LYSC_CHICK","33.30%",FALSE,6,0,13.6987112903659,13296.0610437591
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230503_Pierce88342_6Mix_Uniprotsequences","lacZ","Escherichia coli (strain K12)","P00722","Beta-galactosidase","BGAL_ECOLI","46.70%",FALSE,40,0,14.3317154141977,20619.4097479096
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","CSTA","Homo sapiens","P01040","Cystatin-A","CYTA_HUMAN","42.90%",FALSE,3,0,8.69078785180615,413.226180800652
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PRKCB","Homo sapiens","P05771","Protein kinase C beta type","KPCB_HUMAN","3.90%",FALSE,2,0,10.4213961628928,1371.36430697784
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","LPL","Homo sapiens","P06858","Lipoprotein lipase","LIPL_HUMAN","7.60%",FALSE,2,0,8.44974646213315,349.644854072415
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PIP","Homo sapiens","P12273","Prolactin-inducible protein","PIP_HUMAN","10.30%",FALSE,1,0,7.3355763467619,161.52082190237
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","C6","Homo sapiens","P13671","Complement component C6","CO6_HUMAN","4.50%",FALSE,2,0,7.14248853493118,141.287354283555
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","GLB1","Homo sapiens","P16278","Beta-galactosidase","BGAL_HUMAN","28.10%",FALSE,16,0,11.9434350232149,3938.51218337058
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TARS1","Homo sapiens","P26639","Threonine--tRNA ligase 1, cytoplasmic","SYTC_HUMAN","62.80%",FALSE,42,0,14.5867906548994,24607.1619533042
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","CASP14","Homo sapiens","P31944","Caspase-14","CASPE_HUMAN","36.40%",FALSE,6,0,6.32052991634699,79.9225060763778
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","DCAF6","Homo sapiens","Q58WW2","DDB1- and CUL4-associated factor 6","DCAF6_HUMAN","4.10%",FALSE,2,0,8.00826631583189,257.471032335719
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","DALRD3","Homo sapiens","Q5D0E6","DALR anticodon-binding domain-containing protein 3","DALD3_HUMAN","7%",FALSE,2,0,8.87242742830464,468.66960659826
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HGSNAT","Homo sapiens","Q68CP4","Heparan-alpha-glucosaminide N-acetyltransferase","HGNAT_HUMAN","3.80%",FALSE,2,0,10.6454358510942,1601.75285992487
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RFFL","Homo sapiens","Q8WZ73","E3 ubiquitin-protein ligase rififylin","RFFL_HUMAN","10.20%",FALSE,2,0,6.46486157958642,88.3318351493287
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RNF185","Homo sapiens","Q96GF1","E3 ubiquitin-protein ligase RNF185","RN185_HUMAN","7.30%",FALSE,2,0,9.76690805164428,871.228930563986
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ZNF462","Homo sapiens","Q96JM2","Zinc finger protein 462","ZN462_HUMAN","2%",FALSE,3,0.000374719,8.53763033663877,371.60609041209
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ALKBH7","Homo sapiens","Q9BT30","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial","ALKB7_HUMAN","14%",FALSE,2,0,7.16087417433053,143.099435860748
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","POLK","Homo sapiens","Q9UBT6","DNA polymerase kappa","POLK_HUMAN","4.10%",FALSE,2,0,7.34175042103801,162.2135382694
"100fmol","20231201_jcl_6mix_100pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_4",8159,4,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ACAD8","Homo sapiens","Q9UKU7","Isobutyryl-CoA dehydrogenase, mitochondrial","ACAD8_HUMAN","5.50%",FALSE,2,0,7.85946437568773,232.23866532123
"200fmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ELOF1","Homo sapiens","A0A024R7E8;K7EMV4;K7EN05;K7EPC8;K7EQ44;P60002","Transcription elongation factor 1 homolog","A0A024R7E8_HUMAN;K7EMV4_HUMAN;K7EN05_HUMAN;K7EPC8_HUMAN;K7EQ44_HUMAN;ELOF1_HUMAN","17.3%;15%;23.7%;20%;15.8%;21.7%",TRUE,1,0,11.4064482929236,2714.45771139797
"200fmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NUDT4B;NUDT4","Homo sapiens","A0A024RBG1;Q9NZJ9","Diphosphoinositol polyphosphate phosphohydrolase NUDT4B;Diphosphoinositol polyphosphate phosphohydrolase 2","NUD4B_HUMAN;NUDT4_HUMAN","29.8%;30%",FALSE,4,0,10.5715968222729,1521.83562215205
"200fmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NOSIP","Homo sapiens","A0A075B6F9","Nitric oxide synthase-interacting protein","A0A075B6F9_HUMAN","7.90%",TRUE,1,0,6.67222126506092,101.985572576254
"200fmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PPIAL4E;PPIAL4F;PPIAL4D;PPIAL4F","Homo sapiens","A0A075B759;A0A0H2UH34;F5H284;P0DN26","Peptidyl-prolyl cis-trans isomerase A-like 4E;Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase A-like 4D;Peptidyl-prolyl cis-trans isomerase A-like 4F","PAL4E_HUMAN;A0A0H2UH34_HUMAN;PAL4D_HUMAN;PAL4F_HUMAN","0%;0%;0%;0%",TRUE,0,0.738363141,NA,NA
"200fmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","IKBKE","Homo sapiens","A0A075B7B4;Q14164","Inhibitor of nuclear factor kappa-B kinase subunit epsilon","A0A075B7B4_HUMAN;IKKE_HUMAN","0%;0%",TRUE,0,0.321037601,NA,NA
"200fmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PSG7;PSG7;PSG6;PSG5;PSG5;PSG6;PSG5;PSG6;PSG7;PSG5","Homo sapiens","A0A087WT09;A0A096LNM5;B5MCE1;E7EQY3;E9PC55;M0QZA7;M0R1G9;Q00889;Q13046;Q15238","Putative pregnancy-specific beta-1-glycoprotein 7;Putative pregnancy-specific beta-1-glycoprotein 7;Pregnancy-specific beta-1-glycoprotein 6;Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 6 (Fragment);Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 6;Pregnancy-specific beta-1-glycoprotein 7;Pregnancy-specific beta-1-glycoprotein 5","A0A087WT09_HUMAN;A0A096LNM5_HUMAN;B5MCE1_HUMAN;E7EQY3_HUMAN;E9PC55_HUMAN;M0QZA7_HUMAN;M0R1G9_HUMAN;PSG6_HUMAN;PSG7_HUMAN;PSG5_HUMAN","0%;0%;0%;0%;0%;0%;0%;0%;0%;0%",TRUE,0,0.652998341,NA,NA
